,year,JD,ID,TimeDiff,AOD
2000-02-26 05:05:00,2000,057,20000570505,0.15342465753424658,0.3623249776186213
2000-02-27 05:50:00,2000,058,20000580550,0.15616438356164383,0.5258174186778594
2000-02-28 06:30:00,2000,059,20000590630,0.1589041095890411,0.36950581915846015
2000-03-03 06:10:00,2000,063,20000630610,0.16986301369863013,0.43808922363847047
2000-03-06 06:40:00,2000,066,20000660640,0.1780821917808219,0.20530881017257038
2000-03-07 05:45:00,2000,067,20000670545,0.18082191780821918,0.1973892682926829
2000-03-08 06:25:00,2000,068,20000680625,0.18356164383561643,0.2178790909090909
2000-03-10 06:15:00,2000,070,20000700615,0.18904109589041096,0.12215808823529412
2000-03-11 05:20:00,2000,071,20000710520,0.1917808219178082,0.3290101851851852
2000-03-12 06:00:00,2000,072,20000720600,0.19452054794520549,0.23172670807453416
2000-03-13 05:05:00,2000,073,20000730505,0.19726027397260273,0.18468324125230204
2000-03-14 05:50:00,2000,074,20000740550,0.2,0.2697231057062675
2000-03-15 06:35:00,2000,075,20000750635,0.20273972602739726,0.1863481818181818
2000-03-16 05:40:00,2000,076,20000760540,0.2054794520547945,0.029612637362637362
2000-03-17 06:20:00,2000,077,20000770620,0.20821917808219179,0.2606088929219601
2000-03-18 05:25:00,2000,078,20000780525,0.21095890410958903,0.18071769019248396
2000-03-19 06:10:00,2000,079,20000790610,0.2136986301369863,0.052653528872593953
2000-03-20 05:15:00,2000,080,20000800515,0.21643835616438356,0.14844
2000-03-22 06:40:00,2000,082,20000820640,0.2219178082191781,0.29798709677419355
2000-03-24 06:25:00,2000,084,20000840625,0.2273972602739726,0.3232958633093525
2000-03-25 05:30:00,2000,085,20000850530,0.23013698630136986,0.08394871794871794
2000-03-26 06:15:00,2000,086,20000860615,0.2328767123287671,0.3518575949367088
2000-03-27 05:20:00,2000,087,20000870520,0.2356164383561644,0.3655932560590095
2000-03-28 06:05:00,2000,088,20000880605,0.23835616438356164,0.11582904411764706
2000-03-29 05:05:00,2000,089,20000890505,0.2410958904109589,0.3602065217391304
2000-03-30 05:50:00,2000,090,20000900550,0.24383561643835616,0.11211499999999999
2000-03-31 06:35:00,2000,091,20000910635,0.2465753424657534,0.37874144144144145
2000-04-01 05:40:00,2000,092,20000920540,0.2493150684931507,0.15737213565536207
2000-04-02 06:20:00,2000,093,20000930620,0.25205479452054796,0.12737022132796783
2000-04-03 05:25:00,2000,094,20000940525,0.2547945205479452,0.06382739726027398
2000-04-04 06:10:00,2000,095,20000950610,0.25753424657534246,0.10171663619744058
2000-04-05 05:15:00,2000,096,20000960515,0.2602739726027397,0.33645395348837204
2000-04-06 05:55:00,2000,097,20000970555,0.26301369863013696,0.011494191242180518
2000-04-07 06:40:00,2000,098,20000980640,0.26575342465753427,0.2661560538116592
2000-04-08 05:45:00,2000,099,20000990545,0.2684931506849315,0.11438489871086556
2000-04-09 06:25:00,2000,100,20001000625,0.27123287671232876,0.1972296693476318
2000-04-10 05:30:00,2000,101,20001010530,0.273972602739726,0.1495164533820841
