,year,JD,ID,TimeDiff,AOD
2000-02-27 04:10:00,2000,058,20000580410,0.15616438356164383,1.9476434108527132
2000-02-28 04:50:00,2000,059,20000590450,0.1589041095890411,1.11769918699187
2000-03-01 04:40:00,2000,061,20000610440,0.1643835616438356,1.1405544554455447
2000-03-15 04:55:00,2000,075,20000750455,0.20273972602739726,1.0313893805309735
2000-03-16 03:55:00,2000,076,20000760355,0.2054794520547945,0.6031727272727272
2000-03-17 04:40:00,2000,077,20000770440,0.20821917808219179,0.5947232142857143
2000-03-27 03:40:00,2000,087,20000870340,0.2356164383561644,0.3575625
2000-03-28 04:25:00,2000,088,20000880425,0.23835616438356164,0.23774545454545454
2000-03-29 03:25:00,2000,089,20000890325,0.2410958904109589,0.3270703125
2000-03-29 05:05:00,2000,089,20000890505,0.2410958904109589,0.3727642276422764
2000-03-30 04:10:00,2000,090,20000900410,0.24383561643835616,0.0275
2000-04-08 04:05:00,2000,099,20000990405,0.2684931506849315,0.03083464566929134
2000-04-09 04:45:00,2000,100,20001000445,0.27123287671232876,0.8604615384615385
2000-04-11 04:35:00,2000,102,20001020435,0.27671232876712326,0.0898125
2000-04-12 03:40:00,2000,103,20001030340,0.27945205479452057,0.3498615384615385
2000-04-15 04:10:00,2000,106,20001060410,0.2876712328767123,0.21913178294573643
2000-04-16 04:55:00,2000,107,20001070455,0.29041095890410956,0.47196153846153843
2000-04-20 04:30:00,2000,111,20001110430,0.3013698630136986,0.40955384615384616
2000-04-22 04:15:00,2000,113,20001130415,0.30684931506849317,0.029535714285714283
2000-04-23 05:00:00,2000,114,20001140500,0.3095890410958904,0.31124806201550387
2000-05-03 04:00:00,2000,124,20001240400,0.336986301369863,0.16564406779661017
2000-05-04 04:40:00,2000,125,20001250440,0.33972602739726027,0.16720909090909092
2000-05-05 03:45:00,2000,126,20001260345,0.3424657534246575,0.07522480620155039
2000-05-11 04:45:00,2000,132,20001320445,0.3589041095890411,0.39329457364341086
2000-05-12 03:50:00,2000,133,20001330350,0.36164383561643837,0.2648153846153846
2000-05-16 03:25:00,2000,137,20001370325,0.3726027397260274,0.42944347826086954
2000-05-16 05:05:00,2000,137,20001370505,0.3726027397260274,0.504957894736842
2000-05-18 04:55:00,2000,139,20001390455,0.3780821917808219,0.2355327868852459
2000-05-19 04:00:00,2000,140,20001400400,0.38082191780821917,0.0040846153846153845
2000-05-20 04:40:00,2000,141,20001410440,0.3835616438356164,0.08366666666666667
2000-05-23 03:35:00,2000,144,20001440335,0.3917808219178082,0.519359375
2000-05-30 03:40:00,2000,151,20001510340,0.410958904109589,0.16445384615384614
2000-06-14 04:35:00,2000,166,20001660435,0.4520547945205479,0.1455968992248062
2000-06-21 04:40:00,2000,173,20001730440,0.4712328767123288,0.16370542635658916
2000-06-28 04:45:00,2000,180,20001800445,0.4904109589041096,0.6049230769230769
2000-06-29 03:50:00,2000,181,20001810350,0.4931506849315068,0.3487
2000-06-30 04:35:00,2000,182,20001820435,0.4958904109589041,0.13683076923076923
2000-07-01 03:40:00,2000,183,20001830340,0.4986301369863014,0.06107692307692308
2000-07-04 04:10:00,2000,186,20001860410,0.5068493150684932,0.17531858407079645
2000-07-05 04:55:00,2000,187,20001870455,0.5095890410958904,0.13713846153846154
2000-07-06 04:00:00,2000,188,20001880400,0.5123287671232877,0.1352608695652174
2000-07-08 03:45:00,2000,190,20001900345,0.5178082191780822,0.7898719999999999
2000-07-09 04:30:00,2000,191,20001910430,0.5205479452054794,0.11351162790697675
2000-07-14 04:45:00,2000,196,20001960445,0.5342465753424658,0.18603076923076925
2000-07-15 03:50:00,2000,197,20001970350,0.536986301369863,0.1513359375
2000-07-16 04:35:00,2000,198,20001980435,0.5397260273972603,0.10623846153846153
2000-07-17 03:40:00,2000,199,20001990340,0.5424657534246575,0.28244
2000-07-20 04:10:00,2000,202,20002020410,0.5506849315068493,0.2142357723577236
2000-07-21 04:55:00,2000,203,20002030455,0.5534246575342465,0.3830081967213115
2000-07-22 03:55:00,2000,204,20002040355,0.5561643835616439,0.14095833333333335
2000-07-23 04:40:00,2000,205,20002050440,0.5589041095890411,0.31271875
2000-07-30 04:45:00,2000,212,20002120445,0.5780821917808219,0.1442846153846154
2000-07-31 03:50:00,2000,213,20002130350,0.5808219178082191,0.0871076923076923
2000-08-19 04:20:00,2000,232,20002320420,0.6328767123287671,0.19994615384615383
2000-08-22 04:55:00,2000,235,20002350455,0.6410958904109589,0.6903166666666667
2000-08-24 04:40:00,2000,237,20002370440,0.6465753424657534,0.5007916666666666
2000-08-25 03:45:00,2000,238,20002380345,0.6493150684931507,0.4929237288135593
2000-08-26 04:30:00,2000,239,20002390430,0.6520547945205479,0.6342169811320755
2000-08-29 05:00:00,2000,242,20002420500,0.6602739726027397,0.755746153846154
2000-08-30 04:05:00,2000,243,20002430405,0.663013698630137,0.332984126984127
2000-08-31 04:45:00,2000,244,20002440445,0.6657534246575343,0.32626923076923076
2000-09-01 03:50:00,2000,245,20002450350,0.6684931506849315,0.2546
2000-09-14 03:20:00,2000,258,20002580320,0.7041095890410959,0.5591020408163265
2000-09-14 05:00:00,2000,258,20002580500,0.7041095890410959,0.6527383177570093
2000-09-16 04:45:00,2000,260,20002600445,0.7095890410958904,0.7063603603603603
2000-09-19 03:40:00,2000,263,20002630340,0.7178082191780822,0.6218429752066116
2000-09-20 04:20:00,2000,264,20002640420,0.7205479452054795,0.2940826446280992
2000-09-21 03:25:00,2000,265,20002650325,0.7232876712328767,0.5592153846153847
2000-09-21 05:05:00,2000,265,20002650505,0.7232876712328767,0.48560000000000003
2000-09-23 04:50:00,2000,267,20002670450,0.7287671232876712,0.6657722772277227
2000-10-01 04:05:00,2000,275,20002750405,0.7506849315068493,0.8123387096774194
2000-10-02 04:45:00,2000,276,20002760445,0.7534246575342466,0.8279491525423729
2000-10-03 03:50:00,2000,277,20002770350,0.7561643835616438,0.7231944444444445
2000-10-04 04:35:00,2000,278,20002780435,0.7589041095890411,0.39853389830508473
2000-10-05 03:40:00,2000,279,20002790340,0.7616438356164383,0.4636692307692308
2000-10-16 05:00:00,2000,290,20002900500,0.7917808219178082,0.5430176991150443
2000-10-17 04:05:00,2000,291,20002910405,0.7945205479452054,0.8459918699186992
2000-10-21 03:40:00,2000,295,20002950340,0.8054794520547945,0.5171968503937008
2000-10-22 04:20:00,2000,296,20002960420,0.8082191780821918,0.4235701754385965
2000-10-25 04:50:00,2000,299,20002990450,0.8164383561643835,0.6948859649122806
2000-10-26 03:55:00,2000,300,20003000355,0.8191780821917808,0.2108076923076923
2000-10-29 04:25:00,2000,303,20003030425,0.8273972602739726,0.5788613861386138
2000-10-30 03:30:00,2000,304,20003040330,0.8301369863013699,0.24566923076923078
2000-11-01 04:55:00,2000,306,20003060455,0.8356164383561644,0.6475826771653543
2000-11-02 04:00:00,2000,307,20003070400,0.8383561643835616,1.0112079999999999
2000-11-03 04:45:00,2000,308,20003080445,0.8410958904109589,0.16087692307692308
2000-11-04 03:50:00,2000,309,20003090350,0.8438356164383561,0.41503100775193796
2000-11-08 03:25:00,2000,313,20003130325,0.8547945205479452,0.9851801801801802
2000-11-08 05:05:00,2000,313,20003130505,0.8547945205479452,0.6882153846153847
2000-11-12 04:40:00,2000,317,20003170440,0.8657534246575342,0.59027
2000-11-13 03:45:00,2000,318,20003180345,0.8684931506849315,0.7220396825396825
2000-12-09 04:20:00,2000,344,20003440420,0.9397260273972603,0.11289922480620154
2000-12-11 04:05:00,2000,346,20003460405,0.9452054794520548,0.6031848739495798
2000-12-14 04:40:00,2000,349,20003490440,0.9534246575342465,0.5270654205607476
2000-12-17 03:30:00,2000,352,20003520330,0.9616438356164384,0.6813149606299213
2000-12-20 04:00:00,2000,355,20003550400,0.9698630136986301,1.4991919191919192
2000-12-21 04:45:00,2000,356,20003560445,0.9726027397260274,0.5177184466019418
2000-12-22 03:50:00,2000,357,20003570350,0.9753424657534246,0.37536290322580645
2000-12-23 04:30:00,2000,358,20003580430,0.9780821917808219,0.43724590163934424
